time,region,C,D,V,RR,GP,P,TS,W,R
14,36,0.000559238,2.30225E-05,0.010373379,-12.28571429,5.428571429,40.42857143,9.857142857,-12.42857143,-2.142857143
15,36,0.000525437,2.56275E-05,0.00802828,-15.57142857,3,19.57142857,6.285714286,-13,-0.714285714
16,36,0.000495074,2.56283E-05,0.007192067,-15,5.428571429,23.14285714,6.714285714,-12.85714286,-0.714285714
17,36,0.000450854,2.77997E-05,0.005233321,-18.71428571,-0.571428571,39.14285714,-0.285714286,-43.71428571,-0.857142857
18,36,0.000404431,2.04238E-05,0.004872508,-17.57142857,0.428571429,38.14285714,0.857142857,-31.42857143,0.285714286
19,36,0.000420073,2.86696E-05,0.007362268,-7,11.71428571,60.71428571,15.42857143,-13.28571429,-4.285714286
20,36,0.000444845,3.4313E-05,0.007872578,-5.857142857,14.14285714,66.42857143,13.57142857,-16.57142857,-4.571428571
21,36,0.0004327,4.51632E-05,0.008693542,-8.428571429,12.57142857,46.28571429,12.42857143,-20.14285714,-3.285714286
22,36,0.000440967,3.51841E-05,0.006821811,-9.857142857,11.57142857,43,12,-21.85714286,-2.285714286
23,36,0.000525632,1.56571E-05,0.004415768,-9,12.57142857,64.71428571,14.14285714,-32,-4.571428571
24,36,0.000634575,1.95632E-05,0.009067051,-12.71428571,10.71428571,71.85714286,13.14285714,-27.28571429,-6.428571429
25,36,0.000855949,2.26023E-05,0.018368243,-14.28571429,9.428571429,64.42857143,12.42857143,-28.14285714,-6
26,36,0.001149838,2.04339E-05,0.018949947,-16,6.285714286,64.14285714,12.42857143,-30,-4.428571429
27,36,0.00133651,5.21183E-05,0.014826683,-17,6.428571429,70.14285714,11.71428571,-31.85714286,-5.571428571
28,36,0.001429026,2.78148E-05,0.014762311,-18.57142857,5.142857143,61.71428571,10.85714286,-32.57142857,-4.428571429
29,36,0.001452555,2.82508E-05,0.012545586,-17.28571429,4.571428571,66,10,-32.28571429,-4.285714286
30,36,0.001464327,2.52132E-05,0.010383626,-16.85714286,5.428571429,65.85714286,11.14285714,-32.28571429,-4
31,36,0.001428827,2.86877E-05,0.013517372,-16,5.714285714,64.57142857,10.28571429,-33.28571429,-3.857142857
32,36,0.001418025,4.2579E-05,0.012240434,-13.71428571,7.857142857,69.57142857,13.28571429,-33,-3.714285714
33,36,0.001412886,8.16494E-05,0.007206005,-13.14285714,6.857142857,66.28571429,11.14285714,-32.42857143,-3
34,36,0.001412545,6.08173E-05,0.010689727,-7,13.14285714,74.85714286,18.42857143,-30.71428571,-2.571428571
35,36,0.001412159,4.64938E-05,0.010219123,-9,11.14285714,57.85714286,16.28571429,-29.42857143,-1.428571429
36,36,0.001440447,6.12563E-05,0.008106745,-9.142857143,12.14285714,87,22.42857143,-28.42857143,-2.428571429
37,36,0.00151478,4.64996E-05,0.004306424,-15,7.142857143,21.71428571,8.714285714,-27.28571429,1.714285714
38,36,0.001690226,1.22035E-05,0.009022203,-13.28571429,9,37.28571429,10.71428571,-22.85714286,1.285714286
39,36,0.001812308,3.60828E-05,0.007594707,-14.57142857,7.714285714,39,9.285714286,-22.71428571,1.571428571
40,36,0.001958739,4.21638E-05,0.018357382,-18.71428571,6.285714286,44.57142857,5.714285714,-26.85714286,3.428571429
41,36,0.002101654,6.47423E-05,0.030265068,-21.42857143,5.428571429,41.85714286,2.428571429,-30.14285714,4.857142857
42,36,0.002278068,4.7813E-05,0.032453319,-29.14285714,1,27.14285714,-4,-32.71428571,5.857142857
43,36,0.002424044,5.60643E-05,0.024455056,-37.28571429,-2.428571429,35.71428571,-9.428571429,-43.14285714,8
44,36,0.002398546,9.86198E-05,0.016293966,-36.28571429,-5.285714286,17.85714286,-8.571428571,-34.14285714,6.428571429
45,36,0.002291878,8.82044E-05,0.021678892,-23.14285714,2.714285714,17.85714286,0.714285714,-20.28571429,3.428571429
46,36,0.002267644,8.03916E-05,0.024965178,-22.28571429,1.714285714,18,1.428571429,-19.14285714,3.428571429
47,36,0.002277309,0.000113832,0.019611322,-21,2.428571429,18.28571429,3,-17.57142857,3.142857143
48,36,0.002168459,0.000127301,0.013083941,-19.71428571,3,20,3.285714286,-16.57142857,3.285714286
49,36,0.001739913,0.000124701,0.011114539,-15.71428571,5.142857143,17.28571429,5.142857143,-15,2.714285714
50,36,0.001394315,0.000109073,0.008285781,-13.28571429,5.428571429,19.14285714,4.571428571,-14.85714286,3.142857143
51,36,0.001065666,7.69423E-05,0.005339794,-2.714285714,17.57142857,28.14285714,12.85714286,-20.14285714,3
52,36,0.000649625,5.87043E-05,0.001258292,-28,-14.28571429,37.14285714,-22.57142857,-68.85714286,12.42857143
53,36,0.000648826,3.91647E-05,0.005750649,-25.57142857,-7.714285714,16.57142857,-5,-27.85714286,6.285714286
0,52,0.00101778,3.48567E-05,6.09368E-05,-30.71428571,-25.71428571,30.28571429,-33.57142857,-64.42857143,14
1,52,0.00103216,3.29948E-05,0.000428666,-28.85714286,-19.85714286,-18.28571429,-24.57142857,-28.57142857,8.142857143
2,52,0.001078707,3.55434E-05,0.001664573,-30.28571429,-20.28571429,-34.28571429,-22.85714286,-22.71428571,5.142857143
3,52,0.001063192,3.33652E-05,0.002369732,-26,-16.14285714,-25.42857143,-18.14285714,-19.57142857,4.142857143
4,52,0.001046713,2.86607E-05,0.001206396,-25.71428571,-15.28571429,-28.85714286,-17,-16.71428571,3.714285714
5,52,0.001024857,2.83688E-05,0.009670925,-27.28571429,-17.28571429,-41,-17.57142857,-18.14285714,4.571428571
6,52,0.000950549,2.42876E-05,0.008530609,-24.14285714,-13.14285714,-30.42857143,-5,-15.71428571,4
7,52,0.000901741,2.58867E-05,0.003199927,-23.71428571,-13.57142857,-41.57142857,-15,-15.14285714,7
8,52,0.000868039,2.93836E-05,0.007878876,-19.71428571,-7.714285714,-26.14285714,-1.571428571,-12,3.142857143
9,52,0.000851366,2.90916E-05,0.002543288,-17.14285714,-4.714285714,-26.85714286,-7.285714286,-21.42857143,4.142857143
10,52,0.000797989,2.97479E-05,0.001280466,-21,-9.142857143,-21.71428571,-7.142857143,-11.85714286,3.285714286
11,52,0.000759099,2.75578E-05,0.001281517,-16,-3.571428571,-19.57142857,-3.428571429,-15.85714286,2.714285714
12,52,0.000656864,2.28331E-05,0.009465017,-16.14285714,-3.285714286,-15.28571429,-1.142857143,-14.14285714,2
13,52,0.000572551,2.03189E-05,0.007523698,-17,-3.285714286,-16.85714286,-2.428571429,-10.57142857,2.285714286
14,52,0.000501753,2.47701E-05,0.011496817,-8.285714286,3.857142857,20.14285714,7.857142857,-9,-0.714285714
15,52,0.000454634,2.89099E-05,0.010143379,-12,1.428571429,-1,4.714285714,-9,-0.857142857
16,52,0.000412857,2.79829E-05,0.007940939,-13.28571429,0,-14.57142857,0.285714286,-8.857142857,-0.428571429
17,52,0.000301553,2.92742E-05,0.004747844,-17.28571429,-6.428571429,4.571428571,-10.28571429,-42.57142857,1.428571429
18,52,0.000282448,3.31055E-05,0.004162267,-13.85714286,-4.142857143,17,-3,-30.28571429,-1.571428571
19,52,0.000319181,3.4085E-05,0.006165307,-3.714285714,10.28571429,52.14285714,13.57142857,-8.142857143,-6.285714286
20,52,0.000334051,3.4113E-05,0.006218015,-4.571428571,10,34.28571429,7.714285714,-11.42857143,-5.571428571
21,52,0.000346397,3.44588E-05,0.008144984,-7.714285714,5.428571429,14.71428571,0.285714286,-15.57142857,-3.428571429
22,52,0.0003845,3.44872E-05,0.004576546,-8.857142857,5.714285714,30.42857143,3.285714286,-17.57142857,-5.142857143
23,52,0.000447765,4.40533E-05,0.007680063,-8.571428571,5.142857143,47.57142857,0.714285714,-29.71428571,-4.857142857
24,52,0.000625927,4.94966E-05,0.012298175,-11.14285714,5,67,1.142857143,-24.14285714,-6.857142857
25,52,0.000794763,5.71739E-05,0.019617666,-13.42857143,3.714285714,42.14285714,-3,-25.42857143,-6.571428571
26,52,0.001049754,6.00859E-05,0.020433475,-13.57142857,2.428571429,37.71428571,-3.714285714,-27.42857143,-5.142857143
27,52,0.001190751,6.23652E-05,0.019418011,-14,2,44.14285714,-3.571428571,-29,-6.571428571
28,52,0.001206696,6.30534E-05,0.01770061,-13.28571429,1.142857143,47.42857143,-3.142857143,-29.57142857,-5.857142857
29,52,0.00121343,6.24681E-05,0.019178446,-12.85714286,-0.571428571,34.42857143,-4.857142857,-29.28571429,-4.142857143
30,52,0.001231332,6.31575E-05,0.0158793,-11,0.428571429,46,-2.714285714,-29.57142857,-4.571428571
31,52,0.001231394,5.39594E-05,0.014378266,-9.571428571,1,46.28571429,-1,-29.57142857,-4.142857143
32,52,0.001189015,5.3685E-05,0.015501616,-5.857142857,1.857142857,67.14285714,3.714285714,-28.42857143,-4.714285714
33,52,0.001017291,5.43679E-05,0.009775816,-1.571428571,6.714285714,85.85714286,12,-28.28571429,-4.142857143
34,52,0.000926794,5.92035E-05,0.010215385,-1.428571429,9.285714286,67.71428571,8.285714286,-26.14285714,-3
35,52,0.00090999,4.6153E-05,0.007659836,-8.428571429,3,18.28571429,1.571428571,-25.85714286,-0.857142857
36,52,0.000977868,6.12141E-05,0.006283123,-8,0.571428571,43.57142857,5.428571429,-24.71428571,-1.857142857
37,52,0.001102749,5.93463E-05,0.004977284,-9.857142857,-0.571428571,15.28571429,0.857142857,-23,0
38,52,0.001246357,6.80335E-05,0.00536636,-9.142857143,-0.714285714,26,3.857142857,-17.71428571,0
39,52,0.001375709,7.19298E-05,0.006237684,-8.285714286,3.428571429,31.28571429,3.285714286,-17,0.285714286
40,52,0.0015094,8.12744E-05,0.012883126,-9.428571429,2.428571429,38.57142857,2.142857143,-16,1.142857143
41,52,0.00164486,7.94201E-05,0.019716859,-11.28571429,0.428571429,10.71428571,-2.428571429,-15.57142857,2.714285714
42,52,0.001769914,9.29443E-05,0.027582895,-17.85714286,-0.142857143,8,-7.857142857,-22.14285714,5.142857143
43,52,0.001821394,8.66102E-05,0.026251439,-26.14285714,-3.714285714,18.14285714,-16.85714286,-36.57142857,8.142857143
44,52,0.001789878,8.82858E-05,0.023705115,-26,-9.714285714,-6.142857143,-16.71428571,-26.85714286,6.428571429
45,52,0.001780459,8.93218E-05,0.023120394,-15.71428571,0.428571429,-2.571428571,-4.571428571,-11.57142857,3.714285714
46,52,0.001728661,8.74703E-05,0.026053379,-15.71428571,-0.428571429,0.142857143,-5.285714286,-11.14285714,3.428571429
47,52,0.00161611,8.27267E-05,0.015024414,-15.28571429,-1.857142857,1,-5.571428571,-10.28571429,3.714285714
48,52,0.001475793,7.92621E-05,0.016104715,-15.42857143,-3.571428571,-0.142857143,-6.142857143,-10,4.142857143
49,52,0.001371959,7.2259E-05,0.011286546,-12.71428571,-0.142857143,-0.428571429,-4.857142857,-8.571428571,3.857142857
50,52,0.00122744,5.75292E-05,0.009353917,-11.71428571,-1.142857143,3.571428571,-3.571428571,-8.714285714,3.857142857
51,52,0.000856974,5.69339E-05,0.006634247,-1.142857143,17.42857143,13,2.142857143,-13.14285714,3.571428571
52,52,0.00054525,5.69815E-05,0.002068392,-20.57142857,-13.85714286,93.14285714,-25,-68.42857143,13
53,52,0.000763635,6.18576E-05,0.006581936,-20.14285714,-12,28.42857143,-8.571428571,-24.28571429,7.428571429
0,54,0.000366017,2.04309E-05,0.00013813,-35.85714286,-29.42857143,-40.28571429,-35.57142857,-64.42857143,17.57142857
1,54,0.000349453,2.07866E-05,0.0003172,-25.28571429,-14.71428571,-21.28571429,-14.42857143,-25,8.714285714
2,54,0.000357647,2.1142E-05,0.001260265,-23.71428571,-12.42857143,-10.85714286,-9.142857143,-18,3.714285714
3,54,0.000339292,2.18565E-05,0.002805602,-27.71428571,-15.71428571,-28.42857143,-14.14285714,-16.42857143,6
4,54,0.000334569,2.07764E-05,0.000778565,-20.57142857,-8.714285714,-11.71428571,-4.285714286,-12.14285714,3.571428571
5,54,0.00032268,1.71854E-05,0.005156708,-20.42857143,-8.142857143,-15.28571429,-2.571428571,-13,3.857142857
6,54,0.00030648,1.89762E-05,0.004902594,-15.71428571,-3.714285714,-10.28571429,-0.142857143,-12.28571429,3.714285714
7,54,0.000299978,1.89733E-05,0.005329059,-16.14285714,-4.857142857,-22.85714286,-6.428571429,-11.57142857,5.857142857
8,54,0.000276251,1.93288E-05,0.005030118,-15.28571429,-2.571428571,-19,0.857142857,-8.714285714,3.285714286
9,54,0.00025505,1.64565E-05,0.003285104,-11,1.142857143,-10.57142857,2.571428571,-17.71428571,3.857142857
10,54,0.000241376,1.32259E-05,0.002368236,-14.28571429,-1.428571429,-12.85714286,2.571428571,-7.571428571,2.714285714
11,54,0.000237397,1.42999E-05,0.001643469,-10.85714286,0.428571429,-5.428571429,8.285714286,-11.57142857,2.428571429
12,54,0.000209026,1.35802E-05,0.00392666,-11.71428571,0.428571429,-4,8.857142857,-10.42857143,2.285714286
13,54,0.000196085,1.25023E-05,0.00712865,-11.42857143,2.285714286,2.857142857,8.857142857,-6.857142857,1.857142857
14,54,0.000201078,1.03494E-05,0.011562863,-5.571428571,7,21.57142857,14.85714286,-6.285714286,0.571428571
15,54,0.000191719,9.63051E-06,0.009027841,-9.285714286,4.142857143,3.285714286,10.85714286,-6.285714286,1.285714286
16,54,0.000184883,9.62919E-06,0.011469747,-6.857142857,7,42.57142857,18,-4.857142857,-0.857142857
17,54,0.000185565,9.26898E-06,0.007068378,-9.285714286,4.571428571,61.14285714,8.428571429,-33.57142857,0.285714286
18,54,0.000172996,1.0343E-05,0.006757607,-10,4.857142857,85,15,-24.71428571,-2
19,54,0.00017583,9.6243E-06,0.009560843,-6.142857143,9.142857143,55.85714286,19.85714286,-5.571428571,-4
20,54,0.000181541,1.06981E-05,0.008237735,-3.857142857,13.42857143,73.14285714,18.28571429,-7,-3.857142857
21,54,0.000194048,1.17711E-05,0.006608143,-2.285714286,14.28571429,85.42857143,20.42857143,-8.285714286,-4.857142857
22,54,0.000220178,1.2486E-05,0.007254928,-3.142857143,11.57142857,64,17,-12.42857143,-3.428571429
23,54,0.000249515,1.35586E-05,0.008784246,-4.571428571,10.71428571,77.28571429,14.28571429,-25.57142857,-3.857142857
24,54,0.00036985,1.82138E-05,0.012884735,-9.857142857,4.285714286,36.71428571,8.714285714,-21.71428571,-1.571428571
25,54,0.000413844,2.00017E-05,0.014643229,-9.571428571,5.142857143,50.14285714,9.714285714,-23,-1.714285714
26,54,0.000447447,2.07148E-05,0.020919463,-12.42857143,3.571428571,69.28571429,11,-28,-4.428571429
27,54,0.000466722,2.17863E-05,0.008957774,-10.14285714,3.428571429,65.71428571,10.85714286,-28.85714286,-4.142857143
28,54,0.000478101,2.14244E-05,0.006995178,-8.142857143,3,64.85714286,10.57142857,-28.85714286,-3.142857143
29,54,0.000515273,2.53603E-05,0.00894862,-11.14285714,0.571428571,68.14285714,9.714285714,-28.14285714,-4.428571429
30,54,0.000497997,2.49979E-05,0.009200269,-7,3.285714286,68.57142857,13.14285714,-26.28571429,-4.285714286
31,54,0.000484676,2.49942E-05,0.010416923,-5.428571429,3.285714286,54.14285714,14.14285714,-25.85714286,-2.571428571
32,54,0.000460605,2.64219E-05,0.009387685,-1.285714286,6.285714286,71,18.14285714,-24.85714286,-3.428571429
33,54,0.000446219,2.606E-05,0.008105765,-2.142857143,5.857142857,72.71428571,18.14285714,-23.85714286,-3.857142857
34,54,0.000428601,2.56976E-05,0.005401475,1.571428571,9.428571429,61.28571429,22.85714286,-22.85714286,-3.285714286
35,54,0.000417086,2.74834E-05,0.005659479,-4,7.428571429,57.71428571,20.57142857,-21,-3.428571429
36,54,0.000422738,2.6405E-05,0.004623806,-2.142857143,9.142857143,32,18.57142857,-19.85714286,-1.142857143
37,54,0.000417302,2.71165E-05,0.004995604,-4.714285714,6.571428571,24.71428571,17.28571429,-17.28571429,-0.428571429
38,54,0.000420106,2.92595E-05,0.004683579,-6.142857143,4.857142857,15.85714286,13.42857143,-12,0.857142857
39,54,0.000437564,3.14013E-05,0.004680946,-4.857142857,6.571428571,9.285714286,14.14285714,-10.42857143,1.714285714
40,54,0.00048616,3.17545E-05,0.00549389,-4.142857143,8.714285714,25.71428571,16.57142857,-8.428571429,0.857142857
41,54,0.000655291,3.24645E-05,0.019224901,-2.571428571,10.28571429,48.42857143,18.28571429,-7.142857143,0.428571429
42,54,0.000761797,3.17443E-05,0.017430449,-6.142857143,7,11.28571429,10.71428571,-6.571428571,2.714285714
43,54,0.000895444,3.28119E-05,0.026730143,-6.714285714,4.571428571,-7.428571429,3.428571429,-27.14285714,6.428571429
44,54,0.000992238,3.31647E-05,0.024841085,-12.71428571,1.285714286,-5.285714286,1.142857143,-18.71428571,5.571428571
45,54,0.001002442,3.45895E-05,0.025255778,-13.28571429,4.571428571,-1.714285714,7.285714286,-7,3.857142857
46,54,0.000990133,3.56573E-05,0.029487772,-15.28571429,2.571428571,-7.142857143,4.571428571,-8,4.285714286
47,54,0.000988176,3.88694E-05,0.016293876,-16.14285714,2.142857143,-8.428571429,2.857142857,-8.857142857,5
48,54,0.000981593,3.67183E-05,0.023936981,-16.42857143,-0.142857143,-6.142857143,2,-8.428571429,5
49,54,0.000971057,3.34942E-05,0.012919099,-11.14285714,5,-4.857142857,5.857142857,-5,4.285714286
50,54,0.000950881,3.49188E-05,0.012576694,-6.285714286,7,5.857142857,12.28571429,-3,2.857142857
51,54,0.000926791,3.24115E-05,0.006495415,4.285714286,17.85714286,3,15,-7.714285714,2.428571429
52,54,0.000730397,3.06186E-05,0.000775185,-25.28571429,-14.85714286,7.571428571,-24.42857143,-68.42857143,14.14285714
53,54,0.000598408,3.34736E-05,0.010577564,-21.57142857,-7.142857143,0.142857143,-6.285714286,-19.28571429,7.285714286
0,55,0.000943909,2.75723E-05,0.000924488,-33.28571429,-34.42857143,-40.57142857,-32.57142857,-62.28571429,16.42857143
1,55,0.000910196,2.97048E-05,0.000785583,-18.85714286,-16.42857143,-9.285714286,-6.857142857,-19.14285714,6.857142857
2,55,0.000885373,2.81576E-05,0.000746424,-18.57142857,-15.57142857,-12.57142857,-6.142857143,-13.28571429,2.285714286
3,55,0.000725751,1.92384E-05,0.00177107,-21.85714286,-18,-29.71428571,-10.42857143,-13,4.142857143
4,55,0.000636453,1.60985E-05,0.001913559,-14.42857143,-11,-8.428571429,-3.571428571,-10.42857143,2.428571429
5,55,0.000594956,1.98039E-05,0.003363659,-18.28571429,-14,-26.57142857,-7,-12.42857143,3.285714286
6,55,0.000442168,1.71889E-05,0.006360868,-8.714285714,-6,-15.57142857,0.285714286,-10.14285714,2.714285714
7,55,0.000398323,1.56245E-05,0.003618163,-12.14285714,-10.14285714,-32.28571429,-4.285714286,-12.28571429,5.285714286
8,55,0.000372881,1.5641E-05,0.00354598,-8.857142857,-5.142857143,-24.57142857,5,-6.857142857,2.571428571
9,55,0.000325749,1.40733E-05,0.002150331,-6.857142857,-2.285714286,-18.28571429,4.857142857,-15.85714286,3.285714286
10,55,0.000358322,1.40882E-05,0.005009405,-9.571428571,-3.428571429,-15,4,-6.428571429,2
11,55,0.000352886,8.2881E-06,0.004316378,-6.857142857,-2.285714286,-13.42857143,6.857142857,-10.85714286,2
12,55,0.000345326,1.09414E-05,0.007434646,-8,-2.142857143,-13.42857143,7,-10.57142857,2
13,55,0.000253083,1.20114E-05,0.008401938,-8,-0.714285714,-3.857142857,9.142857143,-6.142857143,1.571428571
14,55,0.000248056,6.72939E-06,0.014086769,0.285714286,8.285714286,36.28571429,16.57142857,-5.571428571,0
15,55,0.000259973,9.91504E-06,0.011701388,-1.571428571,6.714285714,10.42857143,13.14285714,-4.857142857,-0.142857143
16,55,0.000236385,8.33506E-06,0.009085315,-0.428571429,8.142857143,41.28571429,19.85714286,-3.714285714,-1.428571429
17,55,0.000195814,4.63209E-06,0.005715303,-3.285714286,7.285714286,60.71428571,12.71428571,-31.85714286,0.571428571
18,55,0.000220429,6.75938E-06,0.005202447,-3,7.714285714,87.42857143,21.28571429,-23,-1.857142857
19,55,0.000236059,8.89007E-06,0.00701242,5.285714286,16.57142857,86.71428571,30.71428571,-3.285714286,-4.857142857
20,55,0.000238965,5.71256E-06,0.007207368,5.714285714,17.57142857,87.85714286,27.85714286,-6.142857143,-4.857142857
21,55,0.000250911,4.65575E-06,0.005925753,6.571428571,15.85714286,95.42857143,28.28571429,-8.285714286,-4.428571429
22,55,0.000271915,5.72415E-06,0.007019429,3.857142857,13.28571429,77.42857143,24.14285714,-10,-3.428571429
23,55,0.000321149,5.73024E-06,0.006376254,4.571428571,14.85714286,96.14285714,25.42857143,-21,-4
24,55,0.000501405,1.37207E-05,0.009295198,-0.142857143,8.571428571,28.85714286,15,-15.71428571,-1.285714286
25,55,0.000845981,1.21376E-05,0.018825906,2.571428571,11.71428571,84.42857143,24.42857143,-15.85714286,-4.571428571
26,55,0.001140471,1.48144E-05,0.018788326,-2.857142857,9.857142857,69.57142857,21,-21.85714286,-4
27,55,0.001257927,2.06951E-05,0.023620037,-3.285714286,9.142857143,47.28571429,17.85714286,-22.42857143,-2.571428571
28,55,0.001344617,1.91169E-05,0.018480083,-1.142857143,11.71428571,72.85714286,21.57142857,-22.42857143,-2.857142857
29,55,0.001411164,2.44744E-05,0.023393392,-4.857142857,7.857142857,61.71428571,17.28571429,-23.57142857,-3.285714286
30,55,0.001458595,2.28986E-05,0.015328892,-1,11.42857143,71.57142857,20.42857143,-22.42857143,-2.571428571
31,55,0.001471908,2.93344E-05,0.019150413,-3,8.571428571,39.28571429,14.14285714,-24.14285714,-0.285714286
32,55,0.001476154,3.73843E-05,0.014056164,0.142857143,13.57142857,84,25,-22.42857143,-2.714285714
33,55,0.001471315,3.15409E-05,0.012474134,-2.428571429,11.57142857,88.57142857,21.57142857,-22.42857143,-3
34,55,0.001473425,3.37152E-05,0.008614693,4.714285714,16.85714286,45,24.71428571,-21.14285714,-0.714285714
35,55,0.001436452,3.74993E-05,0.007255909,-2.571428571,11.71428571,47.28571429,24.71428571,-19.28571429,-1.857142857
36,55,0.001412813,4.12894E-05,0.006094762,0.714285714,12.14285714,31.57142857,24.85714286,-18,-0.428571429
37,55,0.00142288,2.90051E-05,0.004655532,-2.428571429,9.285714286,1.857142857,19,-15.71428571,0.857142857
38,55,0.001390107,2.15288E-05,0.005068813,-3.142857143,8.428571429,12.28571429,19.42857143,-10.57142857,0.142857143
39,55,0.001414671,4.35514E-05,0.005807748,-2.428571429,8.714285714,-1.857142857,16.14285714,-10,1.857142857
40,55,0.001476318,3.2861E-05,0.006602633,-2.571428571,9.428571429,24.14285714,20.57142857,-8.428571429,0.857142857
41,55,0.001531619,3.66563E-05,0.010873619,0.571428571,12.28571429,43.42857143,24.42857143,-6.857142857,0.857142857
42,55,0.001721369,3.34711E-05,0.018470709,-4.285714286,7.571428571,3.857142857,15.14285714,-6.428571429,2.428571429
43,55,0.00207812,3.99598E-05,0.024954593,-7.142857143,6.857142857,-17.28571429,4.285714286,-27.28571429,6.428571429
44,55,0.002226697,4.32309E-05,0.027525187,-16.14285714,0.428571429,-7,4.857142857,-17.85714286,5.714285714
45,55,0.00225278,4.32775E-05,0.028548534,-11,5.571428571,-14,11.14285714,-6.714285714,3.714285714
46,55,0.002251975,5.4096E-05,0.022659577,-13.14285714,2.714285714,-18.85714286,7.285714286,-8,4.142857143
47,55,0.002230152,4.98432E-05,0.019836523,-13.42857143,2.285714286,-17.42857143,5,-10.42857143,5.428571429
48,55,0.002203406,4.50435E-05,0.017423791,-14.71428571,-0.428571429,-17.57142857,3.142857143,-10.71428571,5.714285714
49,55,0.002159963,4.45535E-05,0.014857192,-6.571428571,5.714285714,-10.28571429,8.714285714,-3.142857143,3.428571429
50,55,0.00188216,3.81245E-05,0.012934418,-0.857142857,8.714285714,-0.571428571,14.14285714,0,2.428571429
51,55,0.00142299,4.2486E-05,0.007866517,8.857142857,22.42857143,-11.42857143,15.57142857,-5,2.285714286
52,55,0.001063579,4.2532E-05,0.002390007,-20.71428571,-14.85714286,48,-22.28571429,-65.14285714,12.85714286
53,55,0.0008182,3.98748E-05,0.007752437,-15,-6.857142857,13.57142857,-0.285714286,-17.57142857,6.428571429
0,59,0.000830982,2.81046E-05,0.000266779,-34.71428571,-25,-17.85714286,-30.71428571,-65.14285714,13.57142857
1,59,0.00078897,2.61872E-05,0.000362447,-30.57142857,-14.28571429,-38.14285714,-21,-27.71428571,8.285714286
2,59,0.000811726,2.85371E-05,0.000719085,-28.28571429,-11.71428571,-33.71428571,-14.85714286,-21.14285714,4.285714286
3,59,0.000799959,2.7007E-05,0.000943733,-26.85714286,-8.571428571,-34.14285714,-13,-18.71428571,4.428571429
4,59,0.000772633,2.81942E-05,0.001112322,-24.85714286,-6,-30.71428571,-9.428571429,-18.14285714,3.428571429
5,59,0.000746051,2.78283E-05,0.002649149,-30.14285714,-10.85714286,-47.28571429,-15.42857143,-20,5.428571429
6,59,0.000696491,2.86282E-05,0.004098797,-21.57142857,-3.714285714,-38,-7.142857143,-16.42857143,4.142857143
7,59,0.000619657,2.70957E-05,0.004683604,-25.42857143,-8.285714286,-49.28571429,-16.71428571,-16.71428571,7.428571429
8,59,0.000506146,2.36155E-05,0.006263312,-18.57142857,-0.857142857,-36.14285714,-4.428571429,-13.71428571,3.571428571
9,59,0.000427532,1.93526E-05,0.003122648,-18.14285714,0.428571429,-37.71428571,-5.714285714,-22.57142857,3.714285714
10,59,0.000381917,2.01468E-05,0.001966214,-19.28571429,0.714285714,-31.57142857,-2.857142857,-12.71428571,2.714285714
11,59,0.000349898,1.93842E-05,0.001863404,-16.85714286,1.714285714,-30.28571429,-0.142857143,-17.14285714,2.285714286
12,59,0.000329524,2.09589E-05,0.005505534,-14.42857143,4.714285714,-22.14285714,3.285714286,-14.85714286,1.285714286
13,59,0.000313415,1.78566E-05,0.00697993,-15.28571429,4.714285714,-20.57142857,2.714285714,-12.28571429,1.428571429
14,59,0.000300789,2.06012E-05,0.00980103,-8.714285714,10,-0.142857143,9.142857143,-11.28571429,0
15,59,0.000290504,1.86671E-05,0.009481982,-9.285714286,9.142857143,-5.571428571,9.428571429,-11.14285714,-0.571428571
16,59,0.000288007,2.10245E-05,0.007244992,-12.14285714,6.142857143,-21,5.714285714,-11.28571429,0
17,59,0.000280821,2.72901E-05,0.00316156,-16.42857143,1.142857143,-1.285714286,-1.428571429,-40,-0.142857143
18,59,0.000271672,2.69215E-05,0.005348498,-11.28571429,5.428571429,38.42857143,7.857142857,-30,-4.428571429
19,59,0.000273447,2.18619E-05,0.007003379,-3.428571429,15.42857143,37,17.71428571,-11.71428571,-7
20,59,0.000276023,1.83609E-05,0.00693441,-4.428571429,13.57142857,16.28571429,14.14285714,-13.71428571,-4.857142857
21,59,0.000272336,2.3461E-05,0.005706681,-5.285714286,12,21.71428571,15,-16,-4.142857143
22,59,0.000270992,2.34801E-05,0.006391448,-6.142857143,12.71428571,31.28571429,16.14285714,-18.14285714,-6
23,59,0.000304479,2.23243E-05,0.004182734,-7.428571429,11.42857143,39.42857143,11.85714286,-30.28571429,-6
24,59,0.00039129,2.93925E-05,0.009475373,-10,10,24.28571429,11.42857143,-23.57142857,-6
25,59,0.000631002,2.78492E-05,0.016480748,-11.42857143,11.14285714,30,11,-25.57142857,-7.857142857
26,59,0.000909812,2.94397E-05,0.018535126,-14,7,20.42857143,4.142857143,-29.28571429,-5.571428571
27,59,0.001021514,4.55404E-05,0.015957022,-13.14285714,6.857142857,21,5.714285714,-30.71428571,-5.857142857
28,59,0.001128665,5.49928E-05,0.016084231,-16.42857143,4.285714286,13.71428571,3.142857143,-31.28571429,-4.714285714
29,59,0.001203756,5.62149E-05,0.016774303,-13.14285714,6.285714286,9.428571429,2.428571429,-30.57142857,-3.142857143
